tripduration', 'starttime', 'stoptime', 'start station id', 'start station name', 'start station latitude', 'start station longitude', 'end station id', 'end station name', 'end station latitude', 'end station longitude', 'bikeid', 'usertype', 'birth year', 'gender'
2061,5/25/15 19:19,5/25/15 19:53,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,16205,Customer,,0
1681,5/27/15 13:41,5/27/15 14:09,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15562,Subscriber,1986,1
1597,5/28/15 8:23,5/28/15 8:49,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15378,Subscriber,1959,1
1697,5/29/15 7:48,5/29/15 8:17,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19780,Subscriber,1989,1
1686,5/29/15 8:33,5/29/15 9:01,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18736,Subscriber,1965,1
1416,5/29/15 18:26,5/29/15 18:50,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,20588,Customer,,0
2355,5/30/15 17:08,5/30/15 17:47,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18433,Subscriber,1971,1
2181,5/30/15 17:11,5/30/15 17:47,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19480,Customer,,0
1605,6/3/15 7:56,6/3/15 8:22,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18323,Subscriber,1989,1
1277,6/3/15 19:31,6/3/15 19:52,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,19770,Subscriber,1987,2
1839,6/4/15 7:48,6/4/15 8:19,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,14849,Subscriber,1989,1
1522,6/5/15 7:52,6/5/15 8:17,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,16437,Subscriber,1989,1
1565,6/7/15 11:45,6/7/15 12:11,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15920,Customer,,0
1936,6/7/15 13:12,6/7/15 13:44,501,FDR Drive & E 35 St,40.744219,-73.97121214,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18470,Subscriber,1980,1
